customerID,churn_probability,predicted_churn_flag,risk_segment,retention_priority_score,priority_level,customer_value_proxy,intervention_urgency,suggested_action,primary_reason,secondary_reason,reason_type,expected_mechanism,suggested_success_metric,Contract,tenure,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,SupportServiceCount
9227-LUNBG,0.665463843111103,1,High Risk,58.28,Priority 2,13.89,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,24.6,24.6,DSL,Electronic check,No,No,0
4581-LNWUM,0.6184701812335066,1,High Risk,58.28,Priority 2,31.19,89.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,13,49.15,649.4,DSL,Electronic check,No,No,1
7277-OZCGZ,0.5136695807934114,1,High Risk,58.21,Priority 2,60.57,81.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,22,89.05,1886.25,Fiber optic,Electronic check,Yes,Yes,2
5609-IMCGG,0.523771939615056,1,High Risk,58.2,Priority 2,54.6,87.5,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,15,84.35,1302.65,Fiber optic,Credit card (automatic),No,Yes,2
2587-EKXTS,0.44353656378326245,1,High Risk,58.15,Priority 2,88.17,63.33,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,44,111.5,4915.15,Fiber optic,Electronic check,No,Yes,3
6048-QBXKL,0.5887392186241198,1,High Risk,58.14,Priority 2,32.28,98.33,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,2,56.55,118.25,DSL,Credit card (automatic),No,No,1
1346-UFHAX,0.5348739018887899,1,High Risk,58.12,Priority 2,50.61,89.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,13,80.0,1029.35,Fiber optic,Credit card (automatic),No,Yes,1
9732-KPKBW,0.5934337459662961,1,High Risk,58.1,Priority 2,30.46,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,53.95,53.95,DSL,Electronic check,Yes,Yes,2
2960-NKRSO,0.5168641068527499,1,High Risk,58.04,Priority 2,60.11,80.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,24,85.95,2107.15,Fiber optic,Electronic check,Yes,No,3
7504-UWHNB,0.5629852788774136,1,High Risk,57.88,Priority 2,48.89,79.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,25,69.75,1729.35,Fiber optic,Electronic check,No,No,0
4660-IRIBM,0.5116665465764196,1,High Risk,57.88,Priority 2,57.72,85.0,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,18,87.9,1500.5,Fiber optic,Mailed check,No,Yes,2
9819-FBNSV,0.561301662656383,1,High Risk,57.84,Priority 2,55.13,69.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,37,72.25,2575.45,Fiber optic,Bank transfer (automatic),No,No,0
2070-FNEXE,0.5345232107912504,1,High Risk,57.6,Priority 2,45.61,94.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,7,76.45,503.6,Fiber optic,Bank transfer (automatic),No,Yes,1
3094-JOJAI,0.5404957908960772,1,High Risk,57.53,Priority 2,49.39,85.0,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,18,74.15,1387.0,Fiber optic,Mailed check,No,No,0
0531-ZZJWQ,0.5526879968320353,1,High Risk,57.43,Priority 2,64.58,54.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,55,74.0,4052.4,Fiber optic,Electronic check,No,No,0
0430-IHCDJ,0.6041245441300026,1,High Risk,57.29,Priority 2,31.68,87.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,15,49.0,749.25,DSL,Electronic check,No,No,0
5934-TSSAU,0.5352429938642782,1,High Risk,57.2,Priority 2,51.84,80.83,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,23,75.3,1702.9,Fiber optic,Credit card (automatic),No,No,1
8728-SKJLR,0.5384510025208246,1,High Risk,56.98,Priority 2,59.2,65.83,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,41,74.25,3089.1,Fiber optic,Electronic check,Yes,No,1
1471-GIQKQ,0.5838219546207231,1,High Risk,56.95,Priority 2,28.2,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,49.95,49.95,DSL,Electronic check,No,No,1
3780-YVMFA,0.5412561440873171,1,High Risk,56.86,Priority 2,41.54,93.33,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,8,68.55,564.35,DSL,Electronic check,Yes,No,1
0365-GXEZS,0.515052615691948,1,High Risk,56.68,Priority 2,52.12,85.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,18,78.2,1468.75,Fiber optic,Electronic check,Yes,No,2
6815-ABQFQ,0.5153605784756794,1,High Risk,56.55,Priority 2,94.51,13.33,Payment-method assistance,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce payment-process friction and offer a more stable payment option.,Payment-method change and 90-day retained rate,One year,56,107.25,6033.3,Fiber optic,Electronic check,Yes,No,2
5440-VHLUL,0.5232476552870196,1,High Risk,56.47,Priority 2,98.79,2.5,Retention call,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Review needs and service friction with the customer.,Contact rate and 90-day retained rate,One year,69,105.2,7386.05,Fiber optic,Bank transfer (automatic),Yes,No,2
9572-WUKSB,0.6252148408721984,1,High Risk,56.45,Priority 2,17.24,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,29.9,92.25,DSL,Electronic check,Yes,No,1
6286-SUUWT,0.6454334372936595,1,High Risk,56.42,Priority 2,11.26,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,19.95,19.95,No,Mailed check,No internet service,No internet service,0
4983-CLMLV,0.43623683166823923,1,High Risk,56.38,Priority 2,86.84,56.67,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,52,102.7,5138.1,Fiber optic,Credit card (automatic),Yes,No,2
2669-QVCRG,0.5083169923692646,1,High Risk,56.3,Priority 2,63.72,65.83,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,41,81.3,3190.65,Fiber optic,Credit card (automatic),No,Yes,1
2178-PMGCJ,0.5341875783820871,1,High Risk,56.17,Priority 2,47.49,81.67,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,22,69.7,1490.4,Fiber optic,Mailed check,No,No,0
4724-WXVWF,0.45759730998192444,1,High Risk,56.15,Priority 2,78.79,60.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,48,95.4,4445.3,Fiber optic,Electronic check,Yes,Yes,2
8988-ECPJR,0.5054859836500686,1,High Risk,56.09,Priority 2,60.06,71.67,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,34,79.6,2718.3,Fiber optic,Mailed check,No,No,1
6128-AQBMT,0.5907561269576191,1,High Risk,56.03,Priority 2,42.84,65.83,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,41,53.95,2215.4,DSL,Electronic check,No,No,2
7851-FLGGQ,0.5806251460238515,1,High Risk,56.02,Priority 2,25.21,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,44.65,44.65,DSL,Mailed check,Yes,No,2
8160-HOWOX,0.5309858529086,1,High Risk,55.98,Priority 2,39.98,94.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,7,66.85,458.1,DSL,Electronic check,No,No,0
6711-VTNRE,0.47825805154813017,1,High Risk,55.84,Priority 2,66.57,70.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,36,87.55,3078.1,Fiber optic,Electronic check,Yes,No,2
0096-BXERS,0.5678455234235807,1,High Risk,55.81,Priority 2,29.94,95.0,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,6,50.35,314.55,DSL,Electronic check,No,No,0
8749-CLJXC,0.6349045062604085,1,High Risk,55.8,Priority 2,11.32,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,20.05,20.05,No,Mailed check,No internet service,No internet service,0
6710-HSJRD,0.3869910694674968,1,High Risk,55.59,Priority 2,100.0,49.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,61,114.1,7132.15,Fiber optic,Electronic check,Yes,No,3
9979-RGMZT,0.5558823888983216,1,High Risk,55.53,Priority 2,56.19,54.17,Onboarding support outreach,Tenure of 12 months or less,Fiber-optic internet service,Observed risk indicators,Resolve early-life experience gaps before disengagement increases.,Outreach completion and 90-day retained rate,One year,7,94.05,633.45,Fiber optic,Mailed check,No,No,1
9278-VZKCD,0.3981229733920464,1,High Risk,55.48,Priority 2,92.37,56.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,52,109.1,5647.95,Fiber optic,Electronic check,No,Yes,3
