customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,AvgMonthlySpend,SupportServiceCount,actual_churn_flag,predicted_churn_flag,churn_probability,risk_segment,customer_value_proxy,intervention_urgency,retention_priority_score,priority_level,primary_reason,secondary_reason,reason_type,suggested_action,expected_mechanism,suggested_success_metric
9048-JVYVF,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,0-12 Months,63.78333333333333,1,1,1,0.478039733854309,High Risk,39.85,97.5,53.27,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1622-HSHSF,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,19.55,0-12 Months,19.55,0,0,1,0.592311082892854,High Risk,11.04,99.17,53.17,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
3976-NLDEZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,0-12 Months,20.6,0,0,1,0.5896584909288016,High Risk,11.63,99.17,53.16,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4690-LLKUA,Male,1,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,13-24 Months,45.32941176470588,0,1,1,0.5482144519744196,High Risk,29.59,85.83,53.16,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
0013-MHZWF,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,0-12 Months,63.49444444444445,1,0,1,0.4781447965505503,High Risk,42.06,92.5,53.08,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4993-JCRGJ,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,25-48 Months,87.75384615384615,2,0,1,0.4379166539734204,High Risk,60.18,78.33,53.07,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5351-QESIO,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.2,24.2,0-12 Months,24.2,0,0,1,0.5794963571958307,High Risk,13.66,99.17,53.06,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6729-GDNGC,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,13-24 Months,80.71000000000001,0,0,1,0.44923437107178216,High Risk,54.35,83.33,53.04,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
3587-PMCOY,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,1064.95,0-12 Months,106.495,2,0,1,0.4974269700487623,High Risk,61.37,51.67,52.94,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Onboarding support outreach,Resolve early-life experience gaps before disengagement increases.,Outreach completion and 90-day retained rate
5600-PDUJF,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,0-12 Months,52.11666666666667,1,0,1,0.5211920097766567,High Risk,29.45,95.0,52.88,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5828-AVIPD,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,13-24 Months,98.71315789473684,1,1,1,0.4902781573882003,High Risk,67.16,44.17,52.83,Priority 2,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Payment-method assistance,Reduce payment-process friction and offer a more stable payment option.,Payment-method change and 90-day retained rate
9629-NHXFW,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,0-12 Months,19.4,0,0,1,0.5857128685557845,High Risk,10.95,99.17,52.76,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2041-JIJCI,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,0-12 Months,74.05,1,0,1,0.4819509022979137,High Risk,37.89,95.83,52.76,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
3018-TFTSU,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,0-12 Months,71.55,2,1,1,0.44297543054376454,High Risk,50.58,90.0,52.72,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,0-12 Months,29.95,1,1,1,0.5600069172561956,High Risk,16.91,99.17,52.7,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2720-FVBQP,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,0-12 Months,45.541666666666664,0,0,1,0.5203183319670474,High Risk,28.92,95.0,52.7,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8033-VCZGH,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,49-72 Months,104.626,2,0,1,0.4650576183660477,High Risk,88.07,18.33,52.67,Priority 2,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Technical-support outreach,Reduce unresolved service and support friction.,Support activation and 90-day retained rate
1261-FWTTE,Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,13-24 Months,33.410869565217396,0,0,1,0.5754260795483566,High Risk,23.77,80.83,52.59,Priority 2,Month-to-month contract,No online-security subscription,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2478-EEWWM,Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,49-72 Months,45.19915254237288,0,0,1,0.5824322934529654,High Risk,40.04,50.83,52.58,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
9079-YEXQJ,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.1,6014.85,49-72 Months,111.38611111111112,3,1,1,0.34475983090848655,High Risk,94.47,55.0,52.55,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6777-TGHTM,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,49-72 Months,109.16037735849056,2,1,1,0.4482974726002333,High Risk,92.92,15.83,52.5,Priority 2,Fiber-optic internet service,No technical-support subscription,Observed risk indicators,Technical-support outreach,Reduce unresolved service and support friction.,Support activation and 90-day retained rate
4468-YDOVK,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,0-12 Months,47.04,1,0,1,0.5164365595471557,High Risk,28.53,95.83,52.49,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7129-ACFOG,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,0-12 Months,56.79,1,0,1,0.5031791676023801,High Risk,31.69,95.83,52.49,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5213-TWWJU,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,2626.15,25-48 Months,93.79107142857143,2,0,1,0.40810035215784546,High Risk,65.9,76.67,52.46,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2293-IJWPS,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,49-72 Months,105.0,1,0,1,0.46547000718220916,High Risk,90.6,12.5,52.45,Priority 2,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Technical-support outreach,Reduce unresolved service and support friction.,Support activation and 90-day retained rate
7239-HZZCX,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0-12 Months,19.75,0,1,1,0.5772213015071475,High Risk,11.15,99.17,52.3,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0-12 Months,19.75,0,0,1,0.5772213015071475,High Risk,11.15,99.17,52.3,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2971-SGAFL,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,13-24 Months,76.56538461538462,2,0,1,0.4414112326030097,High Risk,49.71,89.17,52.29,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6646-QVXLR,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,49-72 Months,102.95725806451614,2,1,1,0.45500226695966034,High Risk,94.56,8.33,52.19,Priority 2,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Technical-support outreach,Reduce unresolved service and support friction.,Support activation and 90-day retained rate
6654-QGBZZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,0-12 Months,19.9,0,0,1,0.5744764913958915,High Risk,11.23,99.17,52.15,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2750-BJLSB,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.7,4730.6,25-48 Months,100.65106382978725,3,0,1,0.46264904233349674,High Risk,85.06,20.83,52.15,Priority 2,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Payment-method assistance,Reduce payment-process friction and offer a more stable payment option.,Payment-method change and 90-day retained rate
4892-VLANZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,0-12 Months,19.8,0,1,1,0.5743168879337085,High Risk,11.18,99.17,52.13,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
0823-HSCDJ,Male,1,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,49-72 Months,49.05576923076923,1,1,1,0.5515573698927377,High Risk,42.09,56.67,52.12,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
9544-PYPSJ,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,49-72 Months,97.08629032258065,2,0,1,0.3789363767047892,High Risk,88.2,48.33,52.04,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6257-RJOHI,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,0-12 Months,50.575,1,0,1,0.5022438203743449,High Risk,29.55,96.67,52.02,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7055-HNEOJ,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,0-12 Months,51.51666666666667,2,0,1,0.4877210538436759,High Risk,32.07,97.5,51.91,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6227-HWPWX,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,13-24 Months,66.32,0,1,1,0.46121178228213267,High Risk,44.26,87.5,51.86,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2108-YKQTY,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,0-12 Months,37.825,1,1,1,0.5004096729617649,High Risk,29.2,96.67,51.83,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
